Brand,Store Name,Address
McDonald's,McDonald's R&R Seremban SF,,"Sebahagian Lot 17493, Jalan Rozhan, Pusat Perniagaan Seri Impian, 14000, Bukit Mertajam, Pulau Pinang, Malaysia",
McDonald's,McDOnald's R&R Tapah SF,,"Sebahagian Lot 20016, Mukim 06, Seberang Perai Utara, 13200, Pulau Pinang, Malaysia",
McDonald's,McDonald's BHP Subang Airport DT,,"Sebahagian PT 25213, Mukim Triang, Daerah Bera, 28300, Temerloh, Pahang, Malaysia",
McDonald's,McDonald's Gua Musang DT,,"Sebahagian Lot 1304 Sek. 05 (GM 7677), Mukim Perak, 28000, Temerloh, Pahang, Malaysia",
McDonald's,McDonald's Lagenda Putra Kulai DT,,"No. 2, 2A & B, Jalan Tun Mohd Fuad 2, Taman Tun Dr Ismail, 60000, Kuala Lumpur, Malaysia",
McDonald's,McDonald's Shell USJ Hicom DT,,"Lots 119 & 120, Block 32, Kemena Land District, Jalan Tun Hussein Onn, 97000, Bintulu, Sarawak, Malaysia",
McDonald's,McDonald's Batu Buruk DT,,"Lot Nos. G-12, G-13, Part Of L1-15 and Alfresco Area, Plaza Merdeka, No 88, Pearl Street, 93000, Kuching, Sarawak, Malaysia",
McDonald's,McDonald's Tangkak DT,,"265 & 343, GM. 3095 Dan GM. 3096, Jalan Kluang - Air Hitam, 86000, Kluang, Johor, Malaysia",
McDonald's,McDonald's 1 Shamelin DT,,"Sebahagian Lot 2144714, Lot 2 (PTD 176566), Taman Mutiara Rini, Mukim Pulai, 86000 Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's Jitra DT,,"Lot 82, Jalan Meru Bestari A2, Diatas Sebahagian Zon 5, Bandar Meru Raya, Mukim Hulu Kinta, 30020, Kinta, Perak, Malaysia",
